day,month,farm,block,row#,tree#,treatment,pollenmix,uid,no.visits,final,year,seedcount,age,carpel 1,carpel 2,carpel 3,carpel 4,carpel 5,carpel 6,carpel 7,carpel 8,carpel 9,measurer,seeds
27,9,savio,bir,NA,NA,hp,mix,Sav_Bird_ C-HP _ 10 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 1 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 1 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 1 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 2 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 2 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 2 _ 5,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 2 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 2 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 2 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 2 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 3 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 3 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 3 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 3 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 3 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 3 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 3 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 4 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 4 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 4 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 5 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 5 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 5 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 5 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 5 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 5 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 5 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 5 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 5 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 6 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 6 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 6 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 6 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 6 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 6 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 6 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 7 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 7 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 7 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 7 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 7 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 7 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 7 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 7 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 7 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 8 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 8 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 8 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 8 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 8 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 8 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 8 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 8 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 8 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 8 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 8 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 9 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 9 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 9 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 9 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 9 _ 5,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 9 _ 6,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 9 _ 7,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 9 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 9 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 9 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 9 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 9 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 9 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 10 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,hp,mix,Aer_House Block 2_ C-HP _ 10 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 10 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,o,na,Aer_House Block 2_ O _ 10 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 10 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 10 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,aeroview,hb2,NA,NA,c,na,Aer_House Block 2_ C _ 10 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 1 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 1 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 1 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 1 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 2 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 2 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 2 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 2 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 2 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 2 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 2 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 3 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 3 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 3 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 3 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 4 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 4 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 4 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 4 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 4 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 5 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 5 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 5 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 5 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 5 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 5 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 6 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 6 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 6 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 6 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 6 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 6 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 6 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 7 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 7 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 7 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 7 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 7 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 7 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 7 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 7 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 8 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 8 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 8 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 8 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 8 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 9 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 9 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 9 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,hp,mix,Fas_Pitch3_ C-HP _ 10 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 10 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,c,na,Fas_Pitch3_ C _ 10 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 10 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 10 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 10 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,10,fastfruit,pit,NA,NA,o,na,Fas_Pitch3_ O _ 10 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23,9,savio,bir,NA,NA,c,na,15,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23,9,savio,bir,NA,NA,c,na,17,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23,9,savio,bir,NA,NA,c,na,19,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23,9,savio,bir,NA,NA,c,na,21,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23,9,savio,bir,NA,NA,c,na,23,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23,9,savio,bir,NA,NA,c,na,24,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23,9,savio,bir,NA,NA,c,na,26,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23,9,savio,bir,NA,NA,c,na,28,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,savio,bir,NA,NA,c,na,42,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,savio,bir,NA,NA,c,na,43,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,nicoletti,23,NA,NA,c,na,65,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,10,nicoletti,23,NA,NA,c,na,66,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9,10,savio,for,NA,NA,c,na,77,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9,10,savio,for,NA,NA,c,na,78,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9,10,nicoletti,23,NA,NA,c,na,82,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9,10,nicoletti,23,NA,NA,c,na,84,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
